label,prediction,confidence,fragility,type
4,4,0.9927923679351807,0.007207632064819336,clean
5,5,0.8554199934005737,0.14458000659942627,clean
9,3,0.29210391640663147,0.7078960835933685,clean
7,7,0.9998216032981873,0.00017839670181274414,clean
3,5,0.5222762823104858,0.47772371768951416,clean
4,4,0.9257097840309143,0.0742902159690857,clean
1,1,0.9999927282333374,7.271766662597656e-06,clean
4,4,0.7407665848731995,0.25923341512680054,clean
2,2,0.49854418635368347,0.5014558136463165,clean
3,4,0.972658097743988,0.027341902256011963,clean
6,6,0.622802734375,0.377197265625,clean
5,5,0.4949458837509155,0.5050541162490845,clean
5,5,0.940317690372467,0.05968230962753296,clean
2,2,0.3925623297691345,0.6074376702308655,clean
8,8,0.99988853931427,0.00011146068572998047,clean
0,0,0.9999756813049316,2.4318695068359375e-05,clean
0,0,0.8011282086372375,0.19887179136276245,clean
1,1,0.9985719919204712,0.0014280080795288086,clean
8,8,0.7085369229316711,0.29146307706832886,clean
3,5,0.7769061326980591,0.22309386730194092,clean
1,1,0.9925415515899658,0.00745844841003418,clean
3,3,0.4829018712043762,0.5170981287956238,clean
5,5,0.9658440947532654,0.03415590524673462,clean
8,8,0.9999998807907104,1.1920928955078125e-07,clean
3,3,0.6345033645629883,0.3654966354370117,clean
8,8,0.9996200799942017,0.00037992000579833984,clean
5,5,0.9465306401252747,0.05346935987472534,clean
8,8,0.9999998807907104,1.1920928955078125e-07,clean
6,6,0.6120496392250061,0.3879503607749939,clean
3,3,0.5401841998100281,0.4598158001899719,clean
5,5,0.9974053502082825,0.0025946497917175293,clean
5,5,0.9976389408111572,0.0023610591888427734,clean
5,5,0.8890343308448792,0.11096566915512085,clean
0,0,0.851341724395752,0.14865827560424805,clean
9,8,0.7140950560569763,0.2859049439430237,clean
5,5,0.9505115151405334,0.04948848485946655,clean
5,3,0.3910090923309326,0.6089909076690674,clean
7,4,0.53654545545578,0.46345454454421997,clean
1,1,0.9891275763511658,0.010872423648834229,clean
8,8,0.9998362064361572,0.00016379356384277344,clean
2,3,0.48266902565956116,0.5173309743404388,clean
2,7,0.6929233074188232,0.30707669258117676,clean
7,4,0.6070880889892578,0.3929119110107422,clean
3,3,0.9900335669517517,0.009966433048248291,clean
4,4,0.950739324092865,0.04926067590713501,clean
2,2,0.9994986057281494,0.0005013942718505859,clean
9,9,0.9999092817306519,9.071826934814453e-05,clean
6,8,0.4415995478630066,0.5584004521369934,clean
2,2,0.9714885354042053,0.028511464595794678,clean
2,2,0.9999961853027344,3.814697265625e-06,clean
4,4,0.9307582974433899,0.06924170255661011,clean
3,3,0.9031710028648376,0.09682899713516235,clean
0,0,0.7967509031295776,0.20324909687042236,clean
2,6,0.705353319644928,0.294646680355072,clean
0,0,0.9318612217903137,0.06813877820968628,clean
1,9,0.5982634425163269,0.4017365574836731,clean
3,6,0.6235113143920898,0.37648868560791016,clean
2,2,0.9935437440872192,0.006456255912780762,clean
2,5,0.6879917979240417,0.31200820207595825,clean
7,7,0.9999988079071045,1.1920928955078125e-06,clean
0,2,0.72867351770401,0.27132648229599,clean
1,1,0.9348388314247131,0.06516116857528687,clean
0,4,0.8785067796707153,0.12149322032928467,clean
7,7,0.976963460445404,0.023036539554595947,clean
7,7,0.9998520612716675,0.00014793872833251953,clean
2,2,0.5145595073699951,0.4854404926300049,clean
0,7,0.37029919028282166,0.6297008097171783,clean
1,1,0.9995368719100952,0.00046312808990478516,clean
6,6,0.9999980926513672,1.9073486328125e-06,clean
5,5,0.9361590147018433,0.06384098529815674,clean
0,4,0.8672564029693604,0.13274359703063965,clean
2,9,0.46998000144958496,0.530019998550415,clean
2,2,0.9986767172813416,0.0013232827186584473,clean
0,0,0.8521256446838379,0.1478743553161621,clean
1,1,0.9985440969467163,0.0014559030532836914,clean
2,2,0.7682610750198364,0.23173892498016357,clean
6,6,0.9947510361671448,0.005248963832855225,clean
0,0,0.9982654452323914,0.0017345547676086426,clean
1,1,0.9758155345916748,0.024184465408325195,clean
6,6,0.999942421913147,5.7578086853027344e-05,clean
6,6,0.9869824051856995,0.013017594814300537,clean
5,5,0.97911536693573,0.02088463306427002,clean
3,3,0.8025517463684082,0.1974482536315918,clean
4,5,0.8657968044281006,0.13420319557189941,clean
0,0,0.9998354911804199,0.00016450881958007812,clean
0,0,0.7321189045906067,0.2678810954093933,clean
9,9,0.8094440698623657,0.19055593013763428,clean
1,1,0.9707074165344238,0.029292583465576172,clean
0,0,0.9999262094497681,7.37905502319336e-05,clean
2,2,0.7323539853096008,0.26764601469039917,clean
5,5,0.9944478273391724,0.005552172660827637,clean
9,9,0.9999946355819702,5.364418029785156e-06,clean
7,7,0.9914554953575134,0.008544504642486572,clean
8,8,0.9999715089797974,2.849102020263672e-05,clean
6,6,0.9992256164550781,0.000774383544921875,clean
4,4,0.34141963720321655,0.6585803627967834,clean
6,6,0.9993829727172852,0.0006170272827148438,clean
0,0,0.9995719790458679,0.0004280209541320801,clean
2,2,0.9955217838287354,0.0044782161712646484,clean
0,0,0.9978012442588806,0.0021987557411193848,clean
1,1,0.4022454023361206,0.5977545976638794,clean
9,9,0.8127632141113281,0.18723678588867188,clean
2,4,0.49184751510620117,0.5081524848937988,clean
4,6,0.9790624380111694,0.020937561988830566,clean
9,9,0.2479993849992752,0.7520006150007248,clean
0,0,0.4762478172779083,0.5237521827220917,clean
7,7,0.9801937341690063,0.019806265830993652,clean
2,2,0.9043594002723694,0.09564059972763062,clean
3,3,0.7802919745445251,0.21970802545547485,clean
4,4,0.7887164950370789,0.21128350496292114,clean
8,8,0.9999849796295166,1.5020370483398438e-05,clean
0,9,0.6621957421302795,0.33780425786972046,clean
2,2,0.564969539642334,0.435030460357666,clean
6,6,0.9999443292617798,5.5670738220214844e-05,clean
8,8,0.9999995231628418,4.76837158203125e-07,clean
9,9,0.9998420476913452,0.00015795230865478516,clean
7,7,0.7255904674530029,0.27440953254699707,clean
1,1,0.6339588165283203,0.3660411834716797,clean
9,9,0.9999874830245972,1.2516975402832031e-05,clean
3,3,0.6815024614334106,0.31849753856658936,clean
7,4,0.810034990310669,0.18996500968933105,clean
2,2,0.9994776844978333,0.000522315502166748,clean
7,7,0.9604987502098083,0.03950124979019165,clean
9,9,0.9951999187469482,0.004800081253051758,clean
6,6,0.9957363605499268,0.004263639450073242,clean
9,9,0.9988476037979126,0.0011523962020874023,clean
5,5,0.32942622900009155,0.6705737709999084,clean
7,7,0.996908962726593,0.0030910372734069824,clean
8,8,0.9777986407279968,0.022201359272003174,clean
5,5,0.9996411800384521,0.00035881996154785156,clean
9,8,0.5701885223388672,0.4298114776611328,clean
8,8,0.9999786615371704,2.1338462829589844e-05,clean
3,3,0.832822859287262,0.16717714071273804,clean
9,9,0.992845356464386,0.007154643535614014,clean
8,7,0.38522419333457947,0.6147758066654205,clean
0,0,0.9992942810058594,0.000705718994140625,clean
5,2,0.4245493710041046,0.5754506289958954,clean
5,5,0.908649742603302,0.091350257396698,clean
7,7,0.9202540516853333,0.07974594831466675,clean
1,1,0.9997908473014832,0.0002091526985168457,clean
2,0,0.5298376083374023,0.47016239166259766,clean
0,2,0.7919488549232483,0.2080511450767517,clean
7,3,0.43927693367004395,0.560723066329956,clean
5,5,0.7205902934074402,0.2794097065925598,clean
8,8,0.9992852807044983,0.000714719295501709,clean
2,2,0.9998934268951416,0.00010657310485839844,clean
2,5,0.6098184585571289,0.3901815414428711,clean
5,4,0.5564289093017578,0.4435710906982422,clean
3,3,0.6243799328804016,0.3756200671195984,clean
9,9,0.6254925727844238,0.37450742721557617,clean
3,5,0.6008356213569641,0.3991643786430359,clean
1,8,0.6171550154685974,0.3828449845314026,clean
9,9,0.7539541125297546,0.24604588747024536,clean
3,6,0.6868258714675903,0.31317412853240967,clean
1,1,0.9999879598617554,1.2040138244628906e-05,clean
4,4,0.7827419638633728,0.2172580361366272,clean
3,0,0.43850523233413696,0.561494767665863,clean
4,4,0.9809463620185852,0.019053637981414795,clean
4,4,0.9884604215621948,0.011539578437805176,clean
9,9,0.9999490976333618,5.0902366638183594e-05,clean
0,0,0.99573814868927,0.0042618513107299805,clean
9,9,0.5582502484321594,0.4417497515678406,clean
5,5,0.5010983347892761,0.4989016652107239,clean
9,9,0.9999809265136719,1.9073486328125e-05,clean
2,2,0.9999939203262329,6.079673767089844e-06,clean
9,9,0.8719469904899597,0.12805300951004028,clean
4,7,0.47646763920783997,0.52353236079216,clean
0,0,0.9083384275436401,0.09166157245635986,clean
2,2,0.7898755073547363,0.21012449264526367,clean
8,8,0.9999997615814209,2.384185791015625e-07,clean
4,4,0.5750076770782471,0.42499232292175293,clean
8,8,0.9999700784683228,2.9921531677246094e-05,clean
6,6,0.9948492646217346,0.005150735378265381,clean
8,8,0.9737889766693115,0.026211023330688477,clean
2,2,0.9084761738777161,0.09152382612228394,clean
0,2,0.6375447511672974,0.36245524883270264,clean
5,5,0.9111372232437134,0.08886277675628662,clean
9,9,0.9994139671325684,0.0005860328674316406,clean
6,6,0.9910253286361694,0.008974671363830566,clean
9,9,0.9938494563102722,0.006150543689727783,clean
5,5,0.7979846596717834,0.20201534032821655,clean
1,1,0.7799183130264282,0.22008168697357178,clean
3,5,0.49046021699905396,0.509539783000946,clean
4,4,0.9999116659164429,8.83340835571289e-05,clean
4,4,0.5760735869407654,0.4239264130592346,clean
2,2,0.6206697225570679,0.37933027744293213,clean
7,7,0.9981227517127991,0.0018772482872009277,clean
2,2,0.9297959804534912,0.07020401954650879,clean
4,6,0.5229484438896179,0.4770515561103821,clean
4,4,0.7375730276107788,0.2624269723892212,clean
0,0,0.9630773663520813,0.0369226336479187,clean
2,5,0.544488251209259,0.45551174879074097,clean
8,8,0.999996542930603,3.4570693969726562e-06,clean
4,4,0.9997982382774353,0.00020176172256469727,clean
5,6,0.343007892370224,0.656992107629776,clean
1,1,0.9999992847442627,7.152557373046875e-07,clean
2,2,0.9769203662872314,0.023079633712768555,clean
6,6,0.9835624098777771,0.0164375901222229,clean
8,8,0.8084662556648254,0.19153374433517456,clean
1,1,0.9373531937599182,0.06264680624008179,clean
7,7,0.9999446868896484,5.53131103515625e-05,clean
2,6,0.9998169541358948,0.0001830458641052246,clean
8,8,0.9966950416564941,0.0033049583435058594,clean
7,7,0.9801755547523499,0.019824445247650146,clean
4,4,0.9888366460800171,0.01116335391998291,clean
3,3,0.9278524518013,0.07214754819869995,clean
3,5,0.5726985931396484,0.42730140686035156,clean
0,7,0.45208242535591125,0.5479175746440887,clean
3,5,0.5885100960731506,0.41148990392684937,clean
7,7,0.9994890689849854,0.0005109310150146484,clean
2,2,0.9557614922523499,0.044238507747650146,clean
5,5,0.7090253829956055,0.29097461700439453,clean
6,6,0.9157683253288269,0.0842316746711731,clean
1,1,0.9999996423721313,3.5762786865234375e-07,clean
7,7,0.9994648098945618,0.0005351901054382324,clean
9,9,0.3990791141986847,0.6009208858013153,clean
0,0,0.9943511486053467,0.00564885139465332,clean
2,3,0.48618653416633606,0.5138134658336639,clean
3,2,0.831112265586853,0.16888773441314697,clean
9,9,0.9061004519462585,0.09389954805374146,clean
8,8,0.9820157289505005,0.01798427104949951,clean
9,4,0.2412438690662384,0.7587561309337616,clean
5,5,0.9632394909858704,0.03676050901412964,clean
0,0,0.9075204133987427,0.09247958660125732,clean
0,0,0.9999979734420776,2.0265579223632812e-06,clean
7,7,0.9976784586906433,0.0023215413093566895,clean
6,3,0.6234650015830994,0.37653499841690063,clean
3,3,0.9332653284072876,0.0667346715927124,clean
3,5,0.5923407077789307,0.40765929222106934,clean
8,8,0.9935048818588257,0.006495118141174316,clean
1,8,0.9093407988548279,0.09065920114517212,clean
4,4,0.9694703817367554,0.03052961826324463,clean
0,0,0.9969966411590576,0.003003358840942383,clean
1,1,0.996678352355957,0.0033216476440429688,clean
5,5,0.9247790575027466,0.07522094249725342,clean
4,4,0.851798951625824,0.14820104837417603,clean
3,3,0.986294686794281,0.013705313205718994,clean
2,4,0.8737576603889465,0.12624233961105347,clean
6,6,0.9999992847442627,7.152557373046875e-07,clean
0,0,0.8836203217506409,0.11637967824935913,clean
8,8,1.0,0.0,clean
8,8,0.9985877275466919,0.0014122724533081055,clean
6,3,0.5173894166946411,0.4826105833053589,clean
3,3,0.9962080717086792,0.0037919282913208008,clean
3,3,0.9922615885734558,0.0077384114265441895,clean
2,4,0.3614758849143982,0.6385241150856018,clean
9,9,0.48682504892349243,0.5131749510765076,clean
7,7,0.9985535740852356,0.0014464259147644043,clean
5,5,0.9381954073905945,0.06180459260940552,clean
1,1,0.9976994395256042,0.002300560474395752,clean
6,6,0.9655166864395142,0.03448331356048584,clean
0,0,0.819890558719635,0.180109441280365,clean
5,5,0.9449880719184875,0.05501192808151245,clean
9,9,0.9944479465484619,0.005552053451538086,clean
9,9,0.9968646168708801,0.003135383129119873,clean
4,4,0.5981764197349548,0.40182358026504517,clean
5,5,0.9878277778625488,0.012172222137451172,clean
9,9,0.9956029653549194,0.004397034645080566,clean
4,7,0.4564419686794281,0.5435580313205719,clean
8,8,0.9949723482131958,0.005027651786804199,clean
3,5,0.8514109253883362,0.14858907461166382,clean
3,6,0.4701981246471405,0.5298018753528595,clean
2,2,0.8048396706581116,0.19516032934188843,clean
5,5,0.5564869046211243,0.44351309537887573,clean
1,1,0.9970912933349609,0.0029087066650390625,clean
9,9,0.9999997615814209,2.384185791015625e-07,clean
5,5,0.9982324242591858,0.001767575740814209,clean
5,3,0.5575457215309143,0.4424542784690857,clean
8,1,0.8679995536804199,0.13200044631958008,clean
1,9,0.4771715998649597,0.5228284001350403,clean
8,8,1.0,0.0,clean
9,9,0.9997989535331726,0.00020104646682739258,clean
7,7,0.9962325692176819,0.0037674307823181152,clean
0,0,0.9697327017784119,0.030267298221588135,clean
6,3,0.8011753559112549,0.19882464408874512,clean
3,4,0.6078243851661682,0.3921756148338318,clean
2,2,0.9146917462348938,0.0853082537651062,clean
0,0,0.9949093461036682,0.005090653896331787,clean
2,2,0.8207551836967468,0.17924481630325317,clean
6,6,0.9994170665740967,0.0005829334259033203,clean
9,2,0.40815138816833496,0.591848611831665,clean
3,3,0.8597350716590881,0.14026492834091187,clean
9,9,0.9970442652702332,0.0029557347297668457,clean
1,1,0.9989638328552246,0.0010361671447753906,clean
6,6,0.3778436779975891,0.6221563220024109,clean
6,7,0.4269658923149109,0.5730341076850891,clean
7,7,0.8190881609916687,0.1809118390083313,clean
2,2,0.6474494934082031,0.3525505065917969,clean
6,2,0.5442754030227661,0.4557245969772339,clean
3,3,0.4636068344116211,0.5363931655883789,clean
2,2,0.9968005418777466,0.003199458122253418,clean
5,2,0.5171470642089844,0.4828529357910156,clean
5,5,0.9974449872970581,0.0025550127029418945,clean
2,2,0.9995315074920654,0.0004684925079345703,clean
7,7,0.9902156591415405,0.009784340858459473,clean
5,5,0.5159183144569397,0.4840816855430603,clean
2,3,0.3256831169128418,0.6743168830871582,clean
0,0,0.7881132364273071,0.21188676357269287,clean
8,1,0.7653921246528625,0.23460787534713745,clean
0,0,0.42016109824180603,0.579838901758194,clean
7,5,0.7778671979904175,0.22213280200958252,clean
7,7,0.9999974966049194,2.5033950805664062e-06,clean
1,1,0.6317306756973267,0.36826932430267334,clean
7,7,0.9999916553497314,8.344650268554688e-06,clean
4,4,0.9197108149528503,0.08028918504714966,clean
0,0,0.998928964138031,0.0010710358619689941,clean
2,4,0.9490400552749634,0.05095994472503662,clean
2,2,0.9973843693733215,0.002615630626678467,clean
6,6,0.9986000657081604,0.0013999342918395996,clean
1,1,0.9573265910148621,0.04267340898513794,clean
5,5,0.8718686103820801,0.12813138961791992,clean
9,9,0.9986072182655334,0.0013927817344665527,clean
7,7,0.9998917579650879,0.00010824203491210938,clean
6,6,0.9996178150177002,0.0003821849822998047,clean
2,2,0.6497900485992432,0.35020995140075684,clean
7,7,0.9999645948410034,3.540515899658203e-05,clean
0,0,0.9910083413124084,0.008991658687591553,clean
5,5,0.734643816947937,0.265356183052063,clean
6,6,0.7611228227615356,0.23887717723846436,clean
0,0,0.9999176263809204,8.237361907958984e-05,clean
1,1,0.9999467134475708,5.328655242919922e-05,clean
1,1,0.9999563694000244,4.363059997558594e-05,clean
8,8,0.9423437118530273,0.057656288146972656,clean
4,4,0.9236425757408142,0.07635742425918579,clean
5,5,0.9996845722198486,0.0003154277801513672,clean
3,5,0.7693079710006714,0.2306920289993286,clean
1,1,0.5864903330802917,0.41350966691970825,clean
2,4,0.35331642627716064,0.6466835737228394,clean
4,4,0.998627781867981,0.001372218132019043,clean
8,8,0.9999878406524658,1.2159347534179688e-05,clean
9,9,0.5035990476608276,0.49640095233917236,clean
8,8,0.9968401193618774,0.0031598806381225586,clean
1,1,0.9988724589347839,0.0011275410652160645,clean
7,3,0.4895632266998291,0.5104367733001709,clean
2,2,0.9262322187423706,0.0737677812576294,clean
7,7,0.9670397043228149,0.03296029567718506,clean
2,2,0.6885559558868408,0.3114440441131592,clean
3,2,0.4274956285953522,0.5725043714046478,clean
2,6,0.9405835866928101,0.05941641330718994,clean
6,6,0.9739160537719727,0.026083946228027344,clean
7,7,0.927228569984436,0.07277143001556396,clean
9,9,0.9211094379425049,0.07889056205749512,clean
4,4,0.9995946288108826,0.00040537118911743164,clean
0,0,0.9845941066741943,0.015405893325805664,clean
1,1,0.9992341995239258,0.0007658004760742188,clean
0,0,0.9998792409896851,0.0001207590103149414,clean
4,4,0.9973505735397339,0.0026494264602661133,clean
5,5,0.5148593783378601,0.4851406216621399,clean
0,0,0.9997630715370178,0.00023692846298217773,clean
8,8,0.9999291896820068,7.081031799316406e-05,clean
0,0,0.9964529275894165,0.003547072410583496,clean
7,7,0.822672963142395,0.17732703685760498,clean
6,4,0.5246381163597107,0.4753618836402893,clean
1,1,0.9410621523857117,0.05893784761428833,clean
0,8,0.7188096642494202,0.28119033575057983,clean
8,8,0.9999970197677612,2.9802322387695312e-06,clean
5,5,0.9939899444580078,0.0060100555419921875,clean
9,9,0.9787508249282837,0.02124917507171631,clean
2,4,0.8431437015533447,0.15685629844665527,clean
5,7,0.7282839417457581,0.27171605825424194,clean
4,4,0.5638211965560913,0.4361788034439087,clean
4,7,0.7518237829208374,0.2481762170791626,clean
9,9,0.9342165589332581,0.06578344106674194,clean
0,0,0.9997418522834778,0.0002581477165222168,clean
6,6,0.9999452829360962,5.4717063903808594e-05,clean
1,1,0.5070232152938843,0.4929767847061157,clean
2,5,0.958182692527771,0.041817307472229004,clean
5,5,0.9979666471481323,0.0020333528518676758,clean
1,9,0.859172523021698,0.140827476978302,clean
6,6,0.5644004344940186,0.43559956550598145,clean
7,7,0.6350438594818115,0.3649561405181885,clean
1,1,0.9968332648277283,0.0031667351722717285,clean
5,5,0.42291054129600525,0.5770894587039948,clean
8,8,0.999377429485321,0.0006225705146789551,clean
8,8,0.9990212917327881,0.000978708267211914,clean
0,0,0.9912866950035095,0.008713304996490479,clean
3,3,0.82435542345047,0.17564457654953003,clean
9,9,1.0,0.0,clean
4,2,0.390041708946228,0.609958291053772,clean
0,7,0.34335917234420776,0.6566408276557922,clean
3,6,0.9999961853027344,3.814697265625e-06,clean
4,4,0.9989112615585327,0.0010887384414672852,clean
9,9,0.9994420409202576,0.0005579590797424316,clean
2,2,0.9158756732940674,0.08412432670593262,clean
4,4,0.7794823050498962,0.22051769495010376,clean
3,3,0.990790843963623,0.009209156036376953,clean
0,0,0.9823729991912842,0.01762700080871582,clean
6,6,0.9927088022232056,0.007291197776794434,clean
4,6,0.7219626307487488,0.2780373692512512,clean
5,5,0.5056297183036804,0.4943702816963196,clean
6,6,0.98207688331604,0.01792311668395996,clean
6,6,0.5081629157066345,0.4918370842933655,clean
7,7,0.9327138066291809,0.06728619337081909,clean
8,8,0.9999998807907104,1.1920928955078125e-07,clean
4,4,0.3065987825393677,0.6934012174606323,clean
8,8,0.5495121479034424,0.4504878520965576,clean
8,8,0.9704300761222839,0.029569923877716064,clean
3,4,0.5460928082466125,0.45390719175338745,clean
2,2,0.5490676164627075,0.4509323835372925,clean
8,8,0.9992427825927734,0.0007572174072265625,clean
0,0,0.9601102471351624,0.039889752864837646,clean
2,2,0.9769656658172607,0.023034334182739258,clean
5,5,0.6888452172279358,0.3111547827720642,clean
6,6,0.9999300241470337,6.99758529663086e-05,clean
8,8,0.9964663982391357,0.003533601760864258,clean
7,7,0.9372578859329224,0.06274211406707764,clean
8,8,0.9994654059410095,0.0005345940589904785,clean
9,9,0.9468408823013306,0.053159117698669434,clean
9,9,0.9999842643737793,1.5735626220703125e-05,clean
0,0,0.6732760071754456,0.32672399282455444,clean
6,4,0.597752034664154,0.40224796533584595,clean
6,6,0.9849821329116821,0.015017867088317871,clean
8,8,0.9699052572250366,0.03009474277496338,clean
1,0,0.7655194401741028,0.23448055982589722,clean
1,1,0.9998607635498047,0.0001392364501953125,clean
7,7,0.5094439387321472,0.4905560612678528,clean
4,4,0.6666033267974854,0.33339667320251465,clean
4,3,0.3378142714500427,0.6621857285499573,clean
2,2,0.9305357933044434,0.06946420669555664,clean
3,5,0.552528977394104,0.447471022605896,clean
6,6,1.0,0.0,clean
9,9,0.830072820186615,0.169927179813385,clean
6,6,0.9086129069328308,0.09138709306716919,clean
2,2,0.9965392351150513,0.0034607648849487305,clean
4,7,0.403716504573822,0.596283495426178,clean
1,1,0.9999979734420776,2.0265579223632812e-06,clean
8,8,0.9999493360519409,5.066394805908203e-05,clean
2,4,0.39147427678108215,0.6085257232189178,clean
3,4,0.8472935557365417,0.15270644426345825,clean
1,6,0.5870528817176819,0.4129471182823181,clean
6,6,0.6453570127487183,0.35464298725128174,clean
8,8,0.9729946255683899,0.027005374431610107,clean
6,6,0.9999995231628418,4.76837158203125e-07,clean
8,8,0.8118306398391724,0.18816936016082764,clean
5,5,0.9889773726463318,0.011022627353668213,clean
9,9,0.9907978773117065,0.009202122688293457,clean
0,0,0.8520103096961975,0.1479896903038025,clean
1,1,0.9999984502792358,1.5497207641601562e-06,clean
0,7,0.48983246088027954,0.5101675391197205,clean
2,2,0.39212527871131897,0.607874721288681,clean
9,9,0.9723010659217834,0.027698934078216553,clean
2,2,0.4267149269580841,0.5732850730419159,clean
9,9,0.9998346567153931,0.0001653432846069336,clean
0,0,0.5772270560264587,0.42277294397354126,clean
9,9,0.9922469854354858,0.00775301456451416,clean
7,7,0.9983262419700623,0.0016737580299377441,clean
8,8,0.9999814033508301,1.8596649169921875e-05,clean
5,5,0.6575382351875305,0.3424617648124695,clean
0,0,0.9971652626991272,0.0028347373008728027,clean
6,6,0.9998531341552734,0.0001468658447265625,clean
6,6,0.9877732396125793,0.012226760387420654,clean
8,8,0.9999662637710571,3.3736228942871094e-05,clean
1,1,0.8617023825645447,0.13829761743545532,clean
6,6,0.9985289573669434,0.0014710426330566406,clean
5,5,0.5916457772254944,0.4083542227745056,clean
8,8,0.9990158081054688,0.00098419189453125,clean
7,7,0.7695325613021851,0.23046743869781494,clean
9,9,0.6683594584465027,0.3316405415534973,clean
2,7,0.7541724443435669,0.2458275556564331,clean
1,1,0.9999903440475464,9.655952453613281e-06,clean
6,6,0.9982818365097046,0.0017181634902954102,clean
7,4,0.6317349076271057,0.3682650923728943,clean
5,5,0.7697731256484985,0.23022687435150146,clean
6,6,0.9998332262039185,0.00016677379608154297,clean
3,3,0.5162851214408875,0.48371487855911255,clean
0,0,0.9601338505744934,0.03986614942550659,clean
9,9,0.4592403471469879,0.5407596528530121,clean
8,8,0.9999992847442627,7.152557373046875e-07,clean
9,9,0.9933075904846191,0.006692409515380859,clean
5,4,0.9161154627799988,0.08388453722000122,clean
9,8,0.6671870350837708,0.33281296491622925,clean
9,9,0.9998237490653992,0.00017625093460083008,clean
9,0,0.789399266242981,0.21060073375701904,clean
3,3,0.9175350069999695,0.08246499300003052,clean
6,2,0.7390323877334595,0.2609676122665405,clean
4,4,0.8342893719673157,0.16571062803268433,clean
4,4,0.980943500995636,0.019056499004364014,clean
8,8,0.9998026490211487,0.00019735097885131836,clean
8,8,0.7597951889038086,0.2402048110961914,clean
1,1,0.9815117716789246,0.01848822832107544,clean
7,7,0.9994860887527466,0.000513911247253418,clean
3,3,0.5022760629653931,0.49772393703460693,clean
0,0,0.6979604363441467,0.30203956365585327,clean
6,4,0.8185989260673523,0.1814010739326477,clean
2,6,0.9516934752464294,0.04830652475357056,clean
4,4,0.968295693397522,0.03170430660247803,clean
8,1,0.6733479499816895,0.32665205001831055,clean
2,6,0.7186679244041443,0.2813320755958557,clean
2,2,0.9999997615814209,2.384185791015625e-07,clean
9,9,0.9573349356651306,0.042665064334869385,clean
2,3,0.6906736493110657,0.3093263506889343,clean
2,2,0.9015283584594727,0.09847164154052734,clean
9,9,0.8655394315719604,0.13446056842803955,clean
7,7,0.9997346997261047,0.00026530027389526367,clean
4,4,0.8073393106460571,0.19266068935394287,clean
1,1,0.7152818441390991,0.2847181558609009,clean
9,5,0.5916005969047546,0.40839940309524536,clean
1,1,0.9665994048118591,0.03340059518814087,clean
4,4,0.8244922757148743,0.17550772428512573,clean
3,3,0.43189096450805664,0.5681090354919434,clean
5,2,0.3973831534385681,0.6026168465614319,clean
3,5,0.4288032352924347,0.5711967647075653,clean
8,8,0.9988815188407898,0.001118481159210205,clean
9,9,0.9972858428955078,0.0027141571044921875,clean
3,3,0.5193649530410767,0.48063504695892334,clean
6,6,0.7133144736289978,0.2866855263710022,clean
2,2,0.7627729177474976,0.23722708225250244,clean
0,1,0.9692903757095337,0.03070962429046631,clean
8,3,0.30771955847740173,0.6922804415225983,clean
9,9,0.999646782875061,0.00035321712493896484,clean
0,6,0.5414972305297852,0.45850276947021484,clean
5,5,0.9625605344772339,0.03743946552276611,clean
1,1,0.9989990592002869,0.0010009407997131348,clean
5,4,0.8322848081588745,0.1677151918411255,clean
8,8,0.9999253749847412,7.462501525878906e-05,clean
2,2,0.6799922585487366,0.3200077414512634,clean
1,1,0.9999910593032837,8.940696716308594e-06,clean
2,0,0.6142263412475586,0.3857736587524414,clean
3,4,0.731410026550293,0.26858997344970703,clean
2,2,0.49077969789505005,0.50922030210495,clean
4,4,0.9996335506439209,0.00036644935607910156,clean
8,8,0.9999761581420898,2.384185791015625e-05,clean
4,4,0.9698613286018372,0.030138671398162842,clean
0,0,0.7822251319885254,0.2177748680114746,clean
6,6,0.6938793063163757,0.30612069368362427,clean
4,4,0.8807435631752014,0.11925643682479858,clean
2,2,0.6375905275344849,0.36240947246551514,clean
9,9,0.9999947547912598,5.245208740234375e-06,clean
8,8,0.9985846281051636,0.0014153718948364258,clean
4,4,0.6657192707061768,0.33428072929382324,clean
7,7,0.9951255917549133,0.00487440824508667,clean
6,6,0.9954586029052734,0.0045413970947265625,clean
2,5,0.5833983421325684,0.41660165786743164,clean
4,4,0.9574756622314453,0.04252433776855469,clean
7,7,0.9858481884002686,0.014151811599731445,clean
7,7,0.9980375170707703,0.0019624829292297363,clean
6,6,0.9999998807907104,1.1920928955078125e-07,clean
4,4,0.959967315196991,0.04003268480300903,clean
2,2,0.9933789968490601,0.006621003150939941,clean
2,2,0.9812583923339844,0.018741607666015625,clean
3,3,0.9460653066635132,0.053934693336486816,clean
2,2,0.8516078591346741,0.14839214086532593,clean
4,4,0.8125663995742798,0.18743360042572021,clean
9,3,0.2775349020957947,0.7224650979042053,clean
0,0,0.9890393018722534,0.010960698127746582,clean
0,2,0.6686983108520508,0.3313016891479492,clean
9,9,0.9527105689048767,0.04728943109512329,clean
6,6,0.999106228351593,0.0008937716484069824,clean
5,5,0.6649285554885864,0.3350714445114136,clean
8,8,0.9999998807907104,1.1920928955078125e-07,clean
5,5,0.41615840792655945,0.5838415920734406,clean
2,2,0.9505438208580017,0.04945617914199829,clean
4,4,0.9218844175338745,0.07811558246612549,clean
8,8,0.9996899366378784,0.00031006336212158203,clean
